Trail Name,compound,RF_Sentiment
La Verkin Creek/Kolob Arch Trails,0.57103,0
Ladder Canyon Trail,0.7844800000000001,1
Lady Bird Johnson Grove,0.67265,0
Lady Bird Lake Hike-and-Bike Trail,0.90101,1
Lady of the Woods,0.51802,0
Lahaina Pali Trail,0.47617000000000004,0
Lake  Blanche Trail,0.68428,0
Lake Apopka Loop Trail,0.7219300000000001,0
Lake Butte Overlook,0.65962,0
Lake Crescent,0.7555799999999999,1
Lake Eaton Sinkhole Trail,0.031199999999999985,0
Lake Ella & Fred Drake Park,0.6532199999999999,0
Lake Francis State Park,0.79887,1
Lake Haiyaha,0.91609,1
Lake Hope State Park,0.62453,0
Lake Irene,0.6081,0
Lake Malone,0.84895,1
Lake Marble Falls,0.54174,0
Lake McDonald,0.83955,1
Lake Michigan,0.74606,0
Lake Morton,0.80856,1
Lake Overstreet Trail,0.73333,0
Lake Powell,0.56177,0
Lake Shore East Park,0.8893800000000001,1
Lake Solitude,0.9184300000000001,1
Lake Solitude Dam and Waterfall,0.06289999999999998,0
Lake Somerville State Park - Birch Creek Unit,0.7771,1
Lake Thoreau Loop Trail,0.68563,0
Lake Trail,0.6031818181818182,0
Lake Wedowee/R. L. Harris Reservoir,0.8863142857142857,1
Lake Youngs Trail,0.8465499999999999,1
Lake of Glass,0.72112,0
Lake of the Clouds,0.86487,1
Lakes Basin,0.89313,1
Lakes Trail in Sequoia National Park,0.64758,0
Lakeshore Park,0.65175,0
Lamar Valley,0.5374,0
Landscape Arch,0.72691,0
Lassen Volcanic National Park Hiking Trails,0.90291,1
Latourell Falls,0.52834,0
Laurel Falls,0.75694,1
Laurel River Lake,0.7731899999999999,1
Lava Lake Trail,0.88591,1
Lava Viewing Area,0.40457,0
LeTort Spring Run and Nature Trail,0.7135,0
Leffert's Pond,0.62303,0
Leffingwell Landing,0.54591,0
Lehman Caves,0.75257,1
Lehman Caves Visitor Center,0.9047599999999999,1
Leigh Lake,0.7776642857142857,1
Lembert Dome,0.70162,0
Lena Lakes,0.83022,1
Lewis Ginter Botanical Garden,0.53852,0
Lewis River Channel Loop,0.5859,0
Lewis Spring Falls,0.53705,0
Lewis and Clark Interpretive Center,0.80417,1
Lewis and Clark Trail,0.8852,1
Lexington Arch,-0.5330999999999999,0
Lighthouse Lakes Trail,0.63731,0
Lily Lake,0.88465,1
Lily Pad Lake,0.8126899999999999,1
Lily Pad Lake Via Meadow Creek Trail,0.9803,1
Limber Grove Trail,0.6773428571428571,0
Limberlost Trail,0.79859,1
Lincoln Lake City Park,0.821025,1
Lippincott Mine Road,0.20507,0
Little Blue Trace Trail,0.87647,1
Little Brier Gap Trail,0.6262,0
Little Colorado River Overlook,0.8463099999999999,1
Little Devil's Stairs Trail,0.62012,0
Little Greenbrier School,0.89548,1
Little Greenbrier Trail,0.734875,0
Little Hunters Beach,0.63142,0
Little Lakes Valley Trail,0.88186,1
Little Long Pond,0.9947,1
Little Medano Creek,0.70331,0
Little Petroglyph Canyon,0.67823,0
Little River Road,0.75286,1
Little Wild Horse and Bell Canyon Trail,0.78104,1
Llano Slab,0.57702,0
Loma Verde,0.89946,1
Lone Star Geyser,0.72218,0
Long Logs Loop,0.25821,0
Long Pine Key,0.63906,0
Long Pond,0.94175,1
Long Pond Trail,0.7902333333333335,1
Longs Peak,0.75468,1
Look Rock Tower,0.8934200000000001,1
Lookout Pass,0.67832,0
Lookout Point Trail,-0.37335,0
Lookout Rock Trail,0.2263,0
Loop Road,0.8382999999999999,1
Loop Trail,0.7133,0
Lost Canyon Nature Trail and Cave,0.7510600000000001,1
Lost Canyon Trail,0.5904166666666667,0
Lost Dog Wash Trail,0.78427,1
Lost Horse Mine,0.74593,0
Lost Lake Resort,0.25507,0
Lost Lake Trail,0.7173666666666666,0
Lost Man Trail,0.78315,1
Lost Maples State Natural Area,0.78395,1
Lost Mine Trail,0.78672,1
Lost Palms Oasis Trail,0.8573600000000001,1
Lost Valley Trail,0.69984,0
Lovers Lane,0.9599,1
Low Gap Trail,0.9259,1
Lower Burro Mesa Pour-off Trail,0.51417,0
Lower Chilnualna Falls Trail,0.0,0
Lower Chimney Rock Trail,0.77019,1
Lower Delicate Arch Viewpoint,0.31401,0
Lower Dewey Lake Hiking Trail,0.78577,1
Lower Dungeness Trail,0.7456999999999999,0
Lower Loop Mountain Bike Trail,0.79408,1
Lower Mount Cammerer Trail,0.8085,1
Lower Mountain Fork River,0.6031,0
Lower Pine Creek Waterfall,0.33862000000000003,0
Lower Yosemite Fall Trail,0.72037,0
Lucky Strike Mine,0.48385,0
Lulu City Trail,0.8925599999999999,1
Lumpy Ridge loop,0.74475,0
Lynn Camp Prong Trail,0.98,1
Lytle Creek Middle Fork Trail,0.9758666666666667,1
Maah Daah Hey Trail,0.62297,0
Machine Falls Loop Trail,0.76146,1
Madison County Nature Trail-Green Mountain,0.9375600000000001,1
Madison River,0.67276,0
Mahana Ridge Trail,0.60759,0
Mahogany Hammock,0.8073499999999999,1
Makalawena/Pu'u Ali'i,0.86547,1
Mammoth Cave,0.52495,0
Mammoth Crest Trail,0.83557,1
Mammoth Hot Springs,0.7722,1
Mammoth Rocks,0.50095,0
Manuelito Visitor Center,0.65282,0
Many Pools Trail,0.84472,1
Manzanita Lake,0.78152,1
Manzanita Spring,0.48105000000000003,0
Maple Pass Loop,0.9293699999999999,1
Marcus Landslide Trail,0.73502,0
Mariana Butte Trail,0.8062833333333334,1
Mariposa Grove of Giant Sequoias,0.48425,0
Mariscal Canyon,0.49605,0
Mark Twain National Forest,0.83202,1
Maroon Bells,0.7675799999999999,1
Maroon Lake Scenic Trail,0.7434000000000001,0
Martha's Butte,0.6790142857142857,0
Marufo Vega Trail,0.8392999999999999,1
Mary's Rock Summit Trail,0.80479,1
Marymere Falls,0.7621800000000001,1
Mattie Kelly Park and Nature Walk,0.44718,0
Mauna Iki Trail,0.4973666666666667,0
Mauna Loa,0.8937100000000001,1
Mauna Ulu,0.0772,0
May Lake Trail,0.79976,1
McDonald Creek,0.9088100000000001,1
McGurk Meadow,0.46075,0
McKenzie Pass-Santiam Pass loop,0.46135000000000004,0
McKittrick Canyon,0.9600099999999999,1
McKittrick Canyon Nature Trail,0.5383857142857142,0
Meadow Loop Trail,0.6683,0
Mears Park,0.71531,0
Meigs Creek Trail,0.9175000000000001,1
Mesa Arch,0.8389200000000001,1
Mesa Trail,0.64024,0
Mesa Verde National Park,0.60917,0
Mesa de Anguila,0.7977833333333333,1
Mesquite Flat Sand Dunes,0.71317,0
Metcalf Bottoms Trail,0.8392099999999999,1
Mica View Loop Trail,0.42055999999999993,0
Middle Prong Trail,0.82352,1
Midway Geyser Basin,0.8833,1
Mildred B. Cooper Memorial Chapel,0.8890499999999999,1
Mill Canyon Dinosaur Trail,0.75442,1
Mill Creek Falls,0.87707,1
Miller State Park,0.86052,1
Mills Lake,0.84429,1
Milner Pass,0.73939,0
Mineral King Road,0.10736000000000001,0
Mineral King Valley,0.76582,1
Miners Ravine Trail Loop,0.70755,0
Mingus Mill,0.66057,0
Mirror Lake,0.73071,0
Mirror Lake Trail,0.8353400000000001,1
Mirror Lake/Meadow Trail,0.63121,0
Mission Beach Boardwalk,0.78476,1
Missouri Lake Trail,0.92465,1
Mist Trail,0.7336699999999999,0
Mobius Arch Loop Trailhead,0.69942,0
Mohawk Trail,0.68714,0
Moments in Time Trail,0.6630555555555556,0
Monarch Lake Loop Trail,0.75926,1
Mono Pass Trail,0.6651625,0
Mont Saint-Sauveur,0.62923,0
Montville Nature Trail,0.88275,1
Monument Geyser Basin,0.50822,0
Morgan Falls St. Peter's Dome Trail,0.72671,0
Morgan Run Loop,0.8807,1
Morgan's Wonderland,0.6710499999999999,0
Mormon Row Historic District,0.60581,0
Moro Rock Trail,0.76009,1
Mosaic Canyon,0.8141700000000001,1
Mosquito Lake State Park,0.61059,0
Mossy Bluff Buckeye Trail,0.9324666666666666,1
Mossy Cave Trail,0.4455,0
Mount Bonnell,0.33612000000000003,0
Mount Chapin,0.82945,1
Mount Hood,0.62062,0
Mount Langley,0.77905,1
Mount Lassen,0.44891000000000003,0
Mount LeConte,0.80984,1
Mount Lyell,0.93855,1
Mount Nemo Conservation Area,0.7627200000000001,1
Mount Roberts Trail,0.7308,0
Mount Rose Summit Trail,0.8585,1
Mount Rushmore National Memorial,0.70923,0
Mount Scott,0.78786,1
Mount Sterling,0.58089,0
Mount Sterling Ridge Trail,0.9888,1
Mount Storm King,0.87314,1
Mount Timpanogos Trails,0.8771000000000001,1
Mount Vernon Trail,0.5995199999999999,0
Mount Washburn,0.95831,1
Mount Washington,0.85476,1
Mount Whitney,0.8193699999999999,1
Mount Whitney Trail,0.7706,1
Mountain to River Trail,0.6599333333333334,0
Mowich Lake,0.50108,0
Mt Cammerer Fire Tower,0.64127,0
Mt Ida Trail,0.88791,1
Mt. Fremont Lookout Trail,0.9036,1
Mt. Healy Overlook Trail,0.8895099999999999,1
Mt. Lemmon Scenic Byway,0.8313600000000001,1
Mt. Ralston Peak Trail,0.81182,1
Mt. Tallac Trail,0.78356,1
Mud Creek Trail to Mud Creek Falls,0.7296,0
Mule Ears Spring Trail,0.7193799999999999,0
Muley Point Overlook,0.82262,1
Munds Wagon Trail,0.7051000000000001,0
Murphy Point Trail,0.7830444444444444,1
Murphy-Chambers Farm Loop Trail,0.34656,0
Museum of the Bible,0.95466,1
Naches Peak Loop Trail,0.9802,1
Nahuku - Thurston Lava Tube,0.55208,0
Nankoweap Trail,0.9288666666666666,1
Napau-Makaopuhi Crater Trail,0.74284,0
Narada Falls,0.7496400000000001,0
National Yo-Yo Museum,0.9265875,1
Natural Bridge Caverns,0.89218,1
Natural Bridge Trail,0.80414,1
Navajo Arch,0.65896,0
Navajo Trail,0.8427300000000001,1
Navajo/Queens Garden Loop,0.8460000000000001,1
Neck Spring,0.77773,1
Neligh Mills,0.82761,1
Nelson Trail,0.86725,1
Neuse River Trail,0.7405,0
New Hance Trail,0.78295,1
Newfound Gap,0.48817000000000005,0
Newfound Gap Road,0.82132,1
Newspaper Rock,0.29613000000000006,0
Newton B Drury Parkway,0.74129,0
Nez Perce National Historic Trail,0.3673333333333333,0
Nine Mile Pond Canoe Trail,0.7946799999999999,1
Nisqually Vista Loop,0.93004,1
No Name Lake,0.0649,0
Noah Bud Ogle Cabin,0.78442,1
Norman Rockwell Exhibition,0.83461,1
Norris Geyser Basin,0.67533,0
North Bass Trail,0.9702,1
North Branch Bike Trail,0.453225,0
North Cheyenne Cañon Park and Starsmore Discovery Center,0.88294,1
North Fork Skykomish River,0.71626,0
North Grove Loop Trail,0.76337,1
North Inlet Trail,0.66908,0
North Kaibab Trail,0.6128199999999999,0
North Moat Mountain Trail,0.75168,1
North Rim,0.54191,0
North Rim Trail,0.6168600000000001,0
North Shore,0.70111,0
Northwest Lancaster County River Trail,0.5371900000000001,0
Notch Trail,0.7421,0
Nymph Lake,0.6369900000000001,0
Oak Creek Trail,0.7326900000000001,0
Oak Flat Trail,0.7430857142857142,0
Oak Hill Trail,0.5111166666666667,0
Oak Hollow Farm,0.73464,0
Oberg Mountain Loop,0.797,1
Observation Point Trail,0.74063,0
Ohai Loop Trail and Overlook,0.84687,1
Ohanapecosh Visitor Center,0.70936,0
Ohe'o Gulch,0.36014,0
Ohio and Erie Canal Towpath Trail,0.9492,1
Old Carriage Trail,0.0,0
Old Coast Road,0.64435,0
Old Corkscrew Golf Club,0.9218999999999999,1
Old Courthouse,0.77687,1
Old Faithful,0.5048,0
Old Fall River Road,0.58091,0
Old Mill,0.63055,0
Old Rag Mountain Hike,0.92907,1
Old Sugarlands Trail,0.8908,1
Old Trail Town,0.8701000000000001,1
Olympic Discovery Trail,0.8619999999999999,1
Olympic Hot Springs,0.24430000000000002,0
Olympic National Park Visitor Center,0.40789,0
Olympic Peninsula Loop Drive,0.61459,0
Ophir Pass Trail,0.58658,0
Orderville Canyon,0.64352,0
Ore Cart Trail,0.5423,0
Ormond Scenic Loop & Trail,0.7433500000000001,0
Osceola Ditch Trail,0.68872,0
Osprey Falls Trail,0.85047,1
Otter Creek Outdoor Recreation Area,0.7516700000000001,1
Otter Crest Loop,0.60492,0
Ousel Falls Trail,0.8885500000000001,1
Outer Loop Point Trail,0.295,0
Ouzel  Falls,0.78492,1
Overall Run Falls,0.70733,0
Overlook Beach Trail,0.7273499999999999,0
Overlook Mountain,0.71395,0
Ozette Loop Hike,0.73521,0
PATH,0.60653,0
Pa'rus Trail,0.73171,0
Pa-hay-okee Trail,0.40192999999999995,0
Pacific Electric Trail,0.74511,0
Painted Canyon,0.74803,0
Painted Desert Rim Trail,0.7726333333333334,1
Painted Wall,0.76155,1
Paiute Trail,0.90151,1
Palm Canyon Trail,0.9200699999999999,1
Palos Verdes Scenic Drive,0.5366500000000001,0
Panorama Loop Trail,0.96235,1
Panorama Point County Park,0.47945000000000004,0
Panorama Trail,0.79502,1
Panoramic Point,0.68397,0
Panther Creek Trail,0.9386,1
Panther Path Trail,0.54711,0
Panum Crater,0.5041399999999999,0
Paradise Valley Trail,0.942425,1
Paria View,0.66959,0
Park Avenue Trail,0.7926300000000001,1
Park Loop Road,0.5384,0
Park Point Nature Trail,0.54647,0
Parker Canyon Lake,0.49757999999999997,0
Patapsco Valley State Park,0.86776,1
Pate Hollow Trail,0.7605299999999999,1
Patoka Lake Newton-Stewart SRA,0.86235,1
Peak 9,0.74081,0
Peak to Peak Scenic Byway,0.79746,1
Peaks Trail,0.8461399999999999,1
Peaks of Otter Visitor Center,0.9086700000000001,1
Peek-A-Boo Loop,0.78445,1
Pelican Valley Trail,0.801,1
Pemetic Mountain,0.86274,1
Penobscot Mountain,0.88378,1
Penobscot Mountain Trail,0.82706,1
Perpendicular Trail,0.8776400000000001,1
Persimmon Gap Visitor Center,0.69059,0
Peterson Ridge Trail,0.54687,0
Petrified Forest,0.5669,0
Petrified Tree,-0.004499999999999993,0
Petroglyph Dicovery Trail,-0.2263,0
Petroglyph Point Hike,0.7624500000000001,1
Phallic Rock (Ka Ule o Nanahoa),0.59581,0
Pheasant Ridge Winery,0.91892,1
Picacho Canyon Loop Trail,0.91955,1
Pictograph Trail,0.9572,1
Pictured Rocks National Lakeshore,0.9111100000000001,1
Piegan Pass,0.8274100000000001,1
Pigeon Forge Community Center,0.66203,0
Pine Canyon Trail,0.6417200000000001,0
Pine Creek Canyon Trail,0.63574,0
Pine Knot Trail,0.5511,0
Pine Log Creek Trail,0.9200166666666667,1
Pine Mountain Trail,0.7770699999999999,1
Pine Tree Arch,0.54123,0
Pine Tree Arch Trail,0.6720999999999999,0
Pineland Trail,0.17471,0
Piney Knob Trail System,0.82575,1
Pinnacle Overlook,0.86697,1
Pinnacle Peak Park,0.91824,1
Pinnacle Rock State Park,0.7752100000000001,1
Pinnacles National Park,0.47391999999999995,0
Pinnacles Trail,0.80779,1
Pinto Lake County Park,0.7008571428571428,0
Pipiwai Trail,0.7516700000000001,1
Piracy Point,0.4215,0
Pocosin Lakes National Wildlife Refuge,0.57688,0
Pohono Trail,0.8419399999999999,1
Point Imperial Drive,0.77509,1
Point Lobos,0.7545,1
Point Lookout Trail,0.86994,1
Point Park - Lookout Mountain Battlefields,0.8205300000000001,1
Point Reyes Hiking Trails,0.8303499999999999,1
Point Sublime,0.5378200000000001,0
Point Washington State Forest,0.79811,1
Pole Canyon Ranch,0.5677,0
Pond-Dakota Mission Park and Gideon Pond House,0.7712428571428571,1
Poplar Creek Trail,0.9464,1
Popo Agie Falls Trail,0.4694,0
Porcupine Mountains Wilderness State Park,0.85319,1
Portage River,0.4791,0
Porters Creek Trail,0.5897,0
Potato River Falls,0.61978,0
Powell Point,0.83542,1
Prairie Creek Redwoods State Park,0.91042,1
Prater Ridge Trail,0.8818333333333334,1
Pratt Trail Loop,0.71356,0
Precipice Trail,0.8457100000000001,1
Prospect Peak,0.7243299999999999,0
Pryor Mountain Wild Horse Range,0.9367599999999999,1
Ptarmigan Tunnel,0.85196,1
Pu'u Loa Petroglyphs,0.56494,0
Pu'uhonua O Honaunau National Historical Park,0.91264,1
Puerco Pueblo,0.3903,0
Pulliam Creek Trailhead,0.7945777777777778,1
Pulpit Rock Overlook,0.67124,0
Purple Mountain Trail,0.8628428571428571,1
Pyramid Mountain Natural Historic Area,0.9058999999999999,1
Quarry Cove,0.511325,0
Quiet Walkways,0.7243700000000001,0
Quinault Rain Forest,0.68926,0
Quinault River-Pony Bridge Day Hike,0.78771,1
Rabbit Mountain Open Space,0.71567,0
Rae Lakes,0.82545,1
Rain Forest Nature Trail,0.7105400000000001,0
Rainbow Bridge Trail,0.70452,0
Rainbow Falls Trail,0.52896,0
Rainbow Lake Trail,0.71068,0
Ramsey Cascades,0.92249,1
Rankin Ridge Nature Trail,0.50983,0
Rattlesnake Canyon,0.58243,0
Rattlesnake Canyon Trail,0.72636,0
Rattlesnake Mountain via Bri-Mar Trail,0.44729,0
Razorback Trail,0.9036799999999999,1
Reader Rock Garden and Reader's Garden Cafe,0.53949,0
Red Cedar State Trail,0.66883,0
Red Eagle Lake Trail,0.5326,0
Red Mountain Pass,0.85402,1
Red Mountain Trail,0.80135,1
Red Pine Trail,0.42603,0
Red Reef Trail,0.4574833333333333,0
Red River Nature Trail,0.53291,0
Redwood Canyon Trail,0.70155,0
Redwood Creek Challenge Trail,0.87822,1
Reflection Lakes,0.73092,0
Rendezvous Mountain,0.86487,1
Retirement Home For Horses at Mill Creek Farm,0.92461,1
Rhyolite,0.59178,0
Rialto Beach,0.7946500000000001,1
Ribbon Lake Trail,0.15875,0
Rich Mountain Loop Trail,0.9434666666666667,1
Ridgeline Nature Trail,0.31765,0
Riding Run Bridle Trail,0.7461,0
Rifle Arch Trail,0.8833500000000001,1
Riggs Spring Loop,0.0,0
Rim Drive,0.65163,0
Rim Trail,0.663195,0
Rim Trail/ Campus Loop,0.76479,1
Rio Grande Trail,0.8392,1
Rio Grande Village Nature Trail,0.8310000000000001,1
River Bend Overlook,0.58952,0
River Mountain Loop Trail,0.8137000000000001,1
River Road Trail,0.7709699999999999,1
River's Edge Trail,0.74285,0
Riverside Walk,0.63907,0
Roadrunner Trail,0.8335,1
Roadside Ruin Trail,-0.07310999999999998,0
Roaring Fork Motor Nature Trail,0.7131299999999999,0
Roaring River Falls,0.8294599999999999,1
Robert Treman State Park,0.64268,0
Robert Trent Jones Golf Trail,0.58536,0
Rock Bridge Trail #207,0.8567,1
Rock Creek Trail,0.56138,0
Rock River Trail,0.9805,1
Rockfish Gap Outfitters,0.884,1
Rocky Falls Shut-in,0.87876,1
Rocky Gap Casino Resort,0.7672100000000001,1
Rocky Mountains,0.6387400000000001,0
Rocky Point Nature Trail,0.37893333333333334,0
Root Glacier Trail,0.8518800000000001,1
Rose River Falls,0.61736,0
Rose Valley Falls Trail,0.6693100000000001,0
Ross Creek Cedar Grove Scenic Area,0.8382400000000001,1
Ross Maxwell Scenic Drive,0.76511,1
Rough Fork Trail,0.6671,0
Roundtop Trail,0.9757,1
Rubicon Trail,0.5779799999999999,0
Ruby Beach,0.73383,0
Running Eagle Falls,0.807,1
Russell Cave National Monument,0.8391500000000001,1
Ryan Mountain,0.80758,1
Ryan Ranch Homestead Site,0.2542285714285714,0
Sacagawea Heritage Trail Loop,0.6132500000000001,0
Saddle Mountain Trail,0.9350400000000001,1
Saddle Pass Trail,0.61258,0
Saddle Road,0.50727,0
Saguaro National Park,0.71291,0
Salmon Creek Falls Trail,0.66858,0
Salt Creek Interpretive Trail,0.61138,0
Salt Creek Trail,0.7095555555555556,0
Salt Run Trail,0.0,0
Salt Valley Road,-0.25986000000000004,0
Sam Nail Ranch,0.6055200000000001,0
Sammamish River Trail,0.77074,1
Samuel Justus Recreation Trail,0.76745,1
San Isabel National Forest,0.42394999999999994,0
Sand Bench Trail,0.46082999999999996,0
Sand Dune Arch,0.60939,0
Sand Sheet Loop Trail,0.8163999999999999,1
Sandalwood Spa,0.9099600000000001,1
Sandbeach Lake Trail,0.9362333333333334,1
Sandia Peak Tramway,0.6808799999999999,0
Santa Cruz Harbor Beach,0.81877,1
Sapphire Point Overlook,0.78097,1
Sargent's Nursery,0.7691399999999999,1
Saugatuck Dune Rides,0.93821,1
Savage River Loop Trail,0.69486,0
Sawyer Camp Trail,0.74605,0
Scenic Drive,0.8458714285714286,1
Scenic Point Trail,0.85662,1
Schoodic Peninsula,0.85091,1
Schoodic Point,0.76454,1
Schoolhouse Gap Trail,0.6343285714285714,0
Schwabacher Landing,0.79203,1
Scotty's Castle,-0.06734,0
Seacrest Wolf Preserve,0.64293,0
Second Beach Trail,0.7427400000000001,0
Sentinel Dome,0.7942199999999999,1
Sentinel Meadows Trail,0.8205600000000001,1
Sequoia and Kings Canyon National Parks,0.8631,1
Seven Mile Bridge,0.71704,0
Seven Peaks Resort Water Park,0.62024,0
Seven Tubs Recreation Area,0.55865,0
Seven-Mile Hole Trail,0.6373285714285715,0
Shadow Mountain Fire Lookout,0.87685,1
Shafer Trail,0.17657,0
Shark Valley,0.85964,1
Shawnee Hills Wine Trail,0.9434400000000001,1
Sheep Lakes,0.6543599999999999,0
Sheep Mountain Table Road,0.7876299999999999,1
Shelf Road,0.46091999999999994,0
Shelving Rock Falls,0.36571,0
Shenandoah National Park,0.71599,0
Shi Shi Beach,0.8320399999999999,1
Ship Harbor Nature Trail,0.75236,1
Shoshone Lake,0.80249,1
Shoshone Point,0.82811,1
Shrine Pass Road,0.79742,1
Signal Mountain Summit Road,0.44162,0
Silver Falls,0.7379000000000001,0
Silver Falls State Park,0.80177,1
Silver Lake,0.83575,1
Silver Run Falls,0.54949,0
Siyeh Pass,0.76627,1
Skidoo,0.77835,1
Skull Rock,0.71837,0
Skunk Ape Research Center,0.42012,0
Sky Pond,0.87673,1
Skyline Arch,0.44627999999999995,0
Skyline Drive,0.7189,0
Skyline Drive Overlook,0.56728,0
Skyline Overlook,0.6549,0
Skyline Trail,0.8176142857142857,1
Slaughter Canyon Cave,0.8625299999999999,1
Sleeping Bear Dunes National Lakeshore,0.87712,1
Slickrock Bike Trail,0.45153,0
Slide Mountain,0.64183,0
Sliding Sands Trail,0.72651,0
Sloan's Lake Park,0.36312,0
Slough Creek,0.71419,0
Smoky Mountain Trail Rides and Bison Farm,0.7554299999999999,1
Snag Lake,0.85308,1
Snake Bight,0.6106499999999999,0
Snake Den Ridge Trail,0.9616,1
Snake River,0.8172750000000001,1
Snake River Canyon Overlook,0.79416,1
Snow Lake Trail,0.75022,1
Snyder Park,0.8826,1
Soda Canyon Overlook Trail,0.51763,0
Soda Springs,0.7982,1
Sol Duc Falls,0.8497899999999999,1
Sol Duc Hot Springs,0.30055,0
Soledad Canyon Day Use Area,0.76579,1
Solitary Geyser,0.6446444444444445,0
Sope Creek Trail,0.65503,0
South Bass Trail,0.9674,1
South Kaibab Trail,0.85775,1
South Overlook,0.64283,0
South Rim Trail,0.9548400000000001,1
South River Falls Trail,0.7248,0
Specimen Ridge,0.568875,0
Sperati Point Trail,0.9495750000000001,1
Split Rock Loop Trail,0.73036,0
Sportsman Lake Park,0.79759,1
Sprague Lake,0.87752,1
Spruce Canyon Trail,0.61834,0
Spruce Flats Falls,0.9042199999999999,1
Spruce Mountain Open Space and Trail,0.79013,1
Spruce Railroad Trail,0.7240375,0
Spruce Tree House,0.65944,0
St. Mary Falls,0.58128,0
Staircase Rapids Nature Trail,0.39266999999999996,0
Stairway to Heaven Trail,0.75283,1
Stanfield Marsh Wildlife and Waterfowl Preserve,0.62836,0
Steam Vents,0.57785,0
Stella Lake,0.82158,1
Stevens Creek Trail,0.74265,0
Stony Man Mountain Hike,0.90363,1
Storer Garrison State Historic Site,0.9559,1
Storm King Ranger Station,0.42621000000000003,0
Storm Point Trail,0.75792,1
Stowe Mountain Auto Toll Road,0.71472,0
Strike Valley Overlook,0.9339000000000001,1
String Lake,0.7713599999999999,1
Sueno Golf Club,0.76996,1
Sugar Pine Reservoir,0.5435399999999999,0
Sugar Pine State Park,0.84719,1
Sugarland Mountain Trail,0.7363,0
Sugarlands Valley Nature Trail,0.8257199999999999,1
Sugarloaf Mountain,0.79685,1
Sullivan Bay Trail,0.9147000000000001,1
Sulphur Creek,0.920875,1
Sulphur Works,0.57362,0
Summit Trail,0.48832000000000003,0
Sun Notch Trail,0.67009,0
Sun Point Nature Trail,0.8704875,1
Sunday Gulch Trail,0.91049,1
Sunnyvale Bay Trail,0.7988500000000001,1
Sunrift Gorge Trail,0.7248,0
Sunrise Peak Trail,0.7051999999999999,0
Sunrise Point,0.46894,0
Sunset Cliffs Natural Park,0.7398,0
Sunset Point Trail,0.88375,1
Sunset Rock,0.516,0
Swamp Canyon,0.59034,0
Swan Lake Iris Gardens,0.9475199999999999,1
Swedetown Ski Trails,0.7776099999999999,1
Sweet Creek Falls,0.8824,1
Swiftcurrent Falls,0.71753,0
Swiftcurrent Pass Hike,0.80073,1
Syncline Loop,0.86976,1
Table Rock Lakeshore Trail,0.75133,1
Taft Point,0.73684,0
Taggart Lake,0.76866,1
Tahkenitch Creek Loop Trail,0.6855571428571429,0
Tahoe East Shore Trail,0.73143,0
Tahoe Meadows Trail,0.7787499999999999,1
Tall Trees Grove,0.89864,1
Tamarack Nature Center,0.62707,0
Tammany Trace,0.8831200000000001,1
Tank Museum,0.64867,0
Tanner Trail,0.6886777777777778,0
Tanque Verde Falls,0.81188,1
Tanyard Creek Nature Trail,0.9018499999999999,1
Tapestry Arch,0.41043333333333337,0
Tar River Trail,0.6734899999999999,0
Taylor Creek,0.82521,1
Taylor River,0.9129333333333333,1
Tehachapi Loop,0.58194,0
Telescope Peak trail,0.81532,1
Tenaya Lake,0.7119500000000001,0
Teresa Lake,0.85627,1
Teton Park Road,0.58949,0
Texas Mountain Trail,0.4599,0
The Beach at Grand Lake,0.7741,1
The Bowl Trail,0.8332499999999999,1
The Cascades Trail,0.75788,1
The Clark Art Institute,0.96653,1
The Farm at Swan's Trail,0.7016600000000001,0
The Frying Pan Trail,0.8250142857142857,1
The Gateway Arch,0.86021,1
The Greenway Trail,0.8278399999999999,1
The Gunnison Route,0.6429333333333334,0
The Loch Trail,0.81698,1
The Pinto Basin,0.60267,0
The Racetrack,0.76564,1
The Shops at Fallen Timbers,0.50952,0
The South Rim Loop,0.90231,1
The Upper Tampa Bay Trail,0.40906000000000003,0
The Virgin River Canyon Recreation Area,0.62322,0
The Window Trail,0.9116099999999999,1
The trail to Copper Harbor,0.721,0
Thimble Peak Trail,0.9838,1
Three Sisters Springs,0.78694,1
Thumb Butte Trail 33,0.63009,0
Thunder Bay Falls,0.50026,0
Thunder Hole,0.56003,0
Thunder Lake day hike or backpack,0.9495333333333335,1
Thunder River Trail,0.9497500000000001,1
Thunderbird Falls,0.637,0
Tilden Regional Park,0.79554,1
Timber Creek Overlook Trail,0.77492,1
Tioga Pass,0.76603,1
Tioga Road,0.73649,0
Tipsoo Lake Loop,0.69753,0
Titus Canyon,0.5675399999999999,0
Toccoa River Swinging Bridge,0.84741,1
Tokopah Falls,0.8430099999999999,1
Tolmie Peak Trail,0.97266,1
Tomales Point Trail,0.64071,0
Tomichi Point,0.51184,0
Tonto National Monument,0.42747999999999997,0
Torrey Pines Gliderport,0.65242,0
Tower Fall,0.26708,0
Trail Creek,0.65829,0
Trail End State Historic Site,0.94902,1
Trail Ridge Road,0.80776,1
Trail of the Cedars,0.8411899999999999,1
Trail of the Shadows,0.7332799999999999,0
Trans-Catalina Trail,0.9284000000000001,1
Tree Farm Trail,-0.5719,0
Triangle 5 Ranch Trail Rides,0.9168833333333334,1
Trillium Gap Trail,0.71425,0
Triple Lakes Trail,0.6472800000000001,0
Trout Run Trail,0.84902,1
Tule Springs Fossil Beds National Monument,0.52537,0
Tunnel Arch,0.33938999999999997,0
