name,area_name,city_name,state_name,country_name,length,elevation_gain,difficulty_rating,route_type,avg_rating,num_reviews,features,activities,river,beach,strollers,forest,city-walk,partially-paved,kids,rails-trails,dogs,waterfall,dogs-leash,ada,paved,hot-springs,views,dogs-no,cave,historic-site,wildlife,wild-flowers,lake,mountain-biking,surfing,off-road-driving,camping,walking,fishing,whitewater-kayaking,road-biking,horseback-riding,rails-trails,skiing,backpacking,scenic-driving,paddle-sports,sea-kayaking,canoeing,trail-running,bike-touring,birding,rock-climbing,cross-country-skiing,snowshoeing,ice-climbing,snowboarding,hiking,fly-fishing,nature-trips,update_name,update_state,trail_url,Lat,Lng
Golden Canyon Trail to Red Cathedral,Death Valley National Park,Death Valley,California,United States,4667.086,174.9552,3,out and back,4.5,140,"['cave', 'dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Golden-Canyon-Trail-to-Red-Cathedral,California,https://www.alltrails.com/trail/us/California/Golden-Canyon-Trail-to-Red-Cathedral,36.42062,-116.84703
Lembert Dome Loop,Yosemite National Park,Yosemite Valley,California,United States,5954.558,257.8608,3,loop,4.5,135,"['dogs-no', 'views']","['birding', 'hiking', 'trail-running', 'horseback-riding']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Lembert-Dome-Loop,California,https://www.alltrails.com/trail/us/California/Lembert-Dome-Loop,37.87702,-119.35308
Little Baldy Trail,Sequoia National Park,Three Rivers,California,United States,5310.822,241.7064,3,out and back,5.0,135,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Little-Baldy-Trail,California,https://www.alltrails.com/trail/us/California/Little-Baldy-Trail,36.62006,-118.80928
Inspiration Point Trail,Yosemite National Park,Yosemite Valley,California,United States,3701.482,317.9064,3,out and back,4.5,113,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,Inspiration-Point-Trail,California,https://www.alltrails.com/trail/us/California/Inspiration-Point-Trail,37.71536,-119.67688
High Peaks Trail,Pinnacles National Park,Paicines,California,United States,10138.842,539.8008,7,loop,4.5,88,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,High-Peaks-Trail,California,https://www.alltrails.com/trail/us/California/High-Peaks-Trail,36.48421,-121.16649
Mirror Lake from Shuttle Stop 17,Yosemite National Park,Yosemite Valley,California,United States,3701.482,44.8056,1,loop,4.0,146,"['forest', 'lake', 'partially-paved', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Mirror-Lake-from-Shuttle-Stop-17,California,https://www.alltrails.com/trail/us/California/Mirror-Lake-from-Shuttle-Stop-17,37.7394,-119.55955
Ten Lakes Trail,Yosemite National Park,Yosemite Valley,California,United States,19955.816,920.8008,5,out and back,4.5,94,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Ten-Lakes-Trail,California,https://www.alltrails.com/trail/us/California/Ten-Lakes-Trail,37.85207,-119.57586
Hanging Rock Trail,Sequoia National Park,Three Rivers,California,United States,804.67,33.8328,1,out and back,4.5,38,"['dogs-no', 'forest', 'kids', 'views', 'wildlife']","['hiking', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Hanging-Rock-Trail,California,https://www.alltrails.com/trail/us/California/Hanging-Rock-Trail,36.54919,-118.76841
Mill Creek Falls Trail,Lassen Volcanic National Park,Mill Creek,California,United States,6115.492,237.744,3,out and back,4.5,132,"['forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Mill-Creek-Falls-Trail,California,https://www.alltrails.com/trail/us/California/Mill-Creek-Falls-Trail,40.43732,-121.53306
Olmsted Point Nature Trail,Yosemite National Park,Yosemite Valley,California,United States,643.736,16.764,1,out and back,4.5,51,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Olmsted-Point-Nature-Trail,California,https://www.alltrails.com/trail/us/California/Olmsted-Point-Nature-Trail,37.81083,-119.48553
Golden Canyon and Gower Gulch Loop via Zabriskie Point,Death Valley National Park,Death Valley,California,United States,9334.172,332.8416,3,loop,4.5,96,"['dogs-no', 'views']","['hiking', 'mountain-biking', 'nature-trips', 'trail-running', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Golden-Canyon-and-Gower-Gulch-Loop-via-Zabriskie-Point,California,https://www.alltrails.com/trail/us/California/Golden-Canyon-and-Gower-Gulch-Loop-via-Zabriskie-Point,36.4208,-116.81035
Manzanita Lake Loop,Lassen Volcanic National Park,Old Station,California,United States,3057.746,13.716,1,loop,4.5,142,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'fishing', 'hiking', 'nature-trips', 'snowshoeing', 'trail-running', 'walking', 'fly-fishing']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,Manzanita-Lake-Loop,California,https://www.alltrails.com/trail/us/California/Manzanita-Lake-Loop,40.53626,-121.56251
High Sierra Trail to Hamilton Lakes,Sequoia National Park,Three Rivers,California,United States,46027.124,2118.9696,5,out and back,5.0,25,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking']",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,High-Sierra-Trail-to-Hamilton-Lakes,California,https://www.alltrails.com/trail/us/California/High-Sierra-Trail-to-Hamilton-Lakes,36.55452,-118.75006
Sugar Bowl - Redwood Creek Loop,Kings Canyon National Park,Stony Creek Village,California,United States,10460.71,463.9056,3,loop,4.5,77,"['dogs-no', 'forest', 'lake', 'river', 'views', 'waterfall', 'wild-flowers']","['birding', 'hiking', 'mountain-biking', 'nature-trips', 'trail-running', 'walking']",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Sugar-Bowl---Redwood-Creek-Loop,California,https://www.alltrails.com/trail/us/California/Sugar-Bowl---Redwood-Creek-Loop,36.70906,-118.92146
"Hart Tree, Fallen Goliath, Redwood Creek Loop",Kings Canyon National Park,Stony Creek Village,California,United States,11426.314,412.6992,3,loop,4.5,91,"['dogs-no', 'forest', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,"Hart-Tree,-Fallen-Goliath,-Redwood-Creek-Loop",California,"https://www.alltrails.com/trail/us/California/Hart-Tree,-Fallen-Goliath,-Redwood-Creek-Loop",36.70747,-118.92094
Devil's Kitchen Trail,Lassen Volcanic National Park,Chester,California,United States,7402.964,187.7568,3,out and back,4.5,90,"['dogs-no', 'forest', 'kids', 'hot-springs', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Devil's-Kitchen-Trail,California,https://www.alltrails.com/trail/us/California/Devil's-Kitchen-Trail,40.44312,-121.39747
Mosaic Canyon Trail,Death Valley National Park,Death Valley,California,United States,5632.69,324.9168,1,out and back,4.0,130,"['dogs-no', 'kids', 'wildlife']","['hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Mosaic-Canyon-Trail,California,https://www.alltrails.com/trail/us/California/Mosaic-Canyon-Trail,36.57185,-117.14421
High Peaks & Balconies Cave Loop Trail,Pinnacles National Park,Paicines,California,United States,12713.786,549.8592,3,loop,4.5,92,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,High-Peaks-&-Balconies-Cave-Loop-Trail,California,https://www.alltrails.com/trail/us/California/High-Peaks-&-Balconies-Cave-Loop-Trail,36.49216,-121.20995
Boy Scout Trail To Willow Hole Extended Route,Joshua Tree National Park,Twentynine Palms,California,United States,28324.384,504.7488,3,out and back,4.5,104,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Boy-Scout-Trail-To-Willow-Hole-Extended-Route,California,https://www.alltrails.com/trail/us/California/Boy-Scout-Trail-To-Willow-Hole-Extended-Route,34.11311,-116.15582
Moses Spring Trail to Bear Gulch Reservoir,Pinnacles National Park,Paicines,California,United States,1770.274,96.9264,3,out and back,4.5,91,"['dogs-no', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Moses-Spring-Trail-to-Bear-Gulch-Reservoir,California,https://www.alltrails.com/trail/us/California/Moses-Spring-Trail-to-Bear-Gulch-Reservoir,36.47823,-121.18393
Old Pinnacles Trail to Balconies,Pinnacles National Park,Paicines,California,United States,8207.634,150.876,3,loop,4.5,117,"['cave', 'dogs-no']","['hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Old-Pinnacles-Trail-to-Balconies,California,https://www.alltrails.com/trail/us/California/Old-Pinnacles-Trail-to-Balconies,36.49497,-121.17305
Zumwalt Meadow Loop Trail,Kings Canyon National Park,Hume,California,United States,2414.01,40.8432,1,loop,4.5,100,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Zumwalt-Meadow-Loop-Trail,California,https://www.alltrails.com/trail/us/California/Zumwalt-Meadow-Loop-Trail,36.79375,-118.59833
Mirror Lake Paved Trail,Yosemite National Park,Yosemite Valley,California,United States,2574.944,29.8704,1,out and back,4.5,123,"['ada', 'dogs-leash', 'forest', 'lake', 'kids', 'paved', 'strollers', 'views']","['hiking', 'nature-trips', 'road-biking', 'walking']",0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Mirror-Lake-Paved-Trail,California,https://www.alltrails.com/trail/us/California/Mirror-Lake-Paved-Trail,37.73974,-119.55992
Potato Harbor Trail,Channel Islands National Park,Ventura,California,United States,7885.766,183.7944,1,loop,4.5,103,"['beach', 'dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Potato-Harbor-Trail,California,https://www.alltrails.com/trail/us/California/Potato-Harbor-Trail,34.04983,-119.55657
Muir Grove Trail,Sequoia National Park,Three Rivers,California,United States,5954.558,173.736,3,out and back,4.5,84,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['camping', 'hiking']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Muir-Grove-Trail,California,https://www.alltrails.com/trail/us/California/Muir-Grove-Trail,36.63392,-118.81743
Monarch Lakes Trail,Sequoia National Park,Three Rivers,California,United States,13518.456,807.72,5,out and back,4.5,51,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Monarch-Lakes-Trail,California,https://www.alltrails.com/trail/us/California/Monarch-Lakes-Trail,36.4533,-118.59676
The Maze Loop,Joshua Tree National Park,Twentynine Palms,California,United States,7563.898,109.728,3,loop,4.5,99,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,The-Maze-Loop,California,https://www.alltrails.com/trail/us/California/The-Maze-Loop,34.08116,-116.24206
Death Valley Natural Bridge Road,Death Valley National Park,Death Valley,California,United States,6920.162,304.8,1,out and back,4.0,104,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Death-Valley-Natural-Bridge-Road,California,https://www.alltrails.com/trail/us/California/Death-Valley-Natural-Bridge-Road,36.27403,-116.79283
Roaring River Falls Trail,Kings Canyon National Park,Cedar Grove,California,United States,482.802,7.9248,1,out and back,4.5,101,"['dogs-no', 'kids', 'partially-paved', 'waterfall']","['hiking', 'nature-trips', 'walking']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Roaring-River-Falls-Trail,California,https://www.alltrails.com/trail/us/California/Roaring-River-Falls-Trail,36.78377,-118.62213
Hidden Beach and False Klamath Rock,Redwood National Park,Klamath,California,United States,12230.984,349.9104,3,out and back,4.5,51,"['beach', 'dogs-no', 'forest', 'views']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Hidden-Beach-and-False-Klamath-Rock,California,https://www.alltrails.com/trail/us/California/Hidden-Beach-and-False-Klamath-Rock,41.55442,-124.08646
Grizzly Falls,Kings Canyon National Park,Dunlap,California,United States,160.934,5.7912,1,out and back,4.5,56,"['dogs-no', 'forest', 'kids', 'waterfall']","['hiking', 'walking']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Grizzly-Falls,California,https://www.alltrails.com/trail/us/California/Grizzly-Falls,36.80293,-118.74364
Darwin Falls Trail via Old Toll Road,Death Valley National Park,Darwin,California,United States,3057.746,68.8848,1,out and back,4.0,83,"['dogs-no', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Darwin-Falls-Trail-via-Old-Toll-Road,California,https://www.alltrails.com/trail/us/California/Darwin-Falls-Trail-via-Old-Toll-Road,36.32748,-117.51472
Smugglers Cove Trail,Channel Islands National Park,Ventura,California,United States,12391.918,426.72,3,out and back,4.5,84,"['beach', 'dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Smugglers-Cove-Trail,California,https://www.alltrails.com/trail/us/California/Smugglers-Cove-Trail,34.04989,-119.55633
Balconies Trail,Pinnacles National Park,Paicines,California,United States,13196.588,592.836,3,loop,4.5,58,"['cave', 'dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Balconies-Trail,California,https://www.alltrails.com/trail/us/California/Balconies-Trail,36.4917,-121.20948
Grizzly Giant Loop Trail,Yosemite National Park,Fish Camp,California,United States,3218.68,106.9848,1,loop,4.5,129,"['dogs-no', 'forest', 'historic-site', 'kids']","['hiking', 'trail-running']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Grizzly-Giant-Loop-Trail,California,https://www.alltrails.com/trail/us/California/Grizzly-Giant-Loop-Trail,37.50258,-119.60985
Sawtooth Pass Trail,Sequoia National Park,Three Rivers,California,United States,20438.618,1314.9072,5,out and back,5.0,34,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'rock-climbing']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,Sawtooth-Pass-Trail,California,https://www.alltrails.com/trail/us/California/Sawtooth-Pass-Trail,36.45329,-118.59677
Kibbie Lake Trail,Yosemite National Park,Mi Wuk Village,California,United States,21082.354,797.9664,5,loop,4.5,49,"['beach', 'dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'fishing', 'hiking', 'nature-trips']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Kibbie-Lake-Trail,California,https://www.alltrails.com/trail/us/California/Kibbie-Lake-Trail,37.99004,-119.88676
Gaylor Lakes Trail,Yosemite National Park,Lee Vining,California,United States,5632.69,368.808,5,out and back,4.5,86,"['dogs-no', 'forest', 'historic-site', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Gaylor-Lakes-Trail,California,https://www.alltrails.com/trail/us/California/Gaylor-Lakes-Trail,37.91008,-119.25818
Juniper Canyon Trail to High Peaks,Pinnacles National Park,Paicines,California,United States,5793.624,383.7432,5,loop,4.5,97,"['dogs-no', 'forest', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'rock-climbing', 'trail-running']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,Juniper-Canyon-Trail-to-High-Peaks,California,https://www.alltrails.com/trail/us/California/Juniper-Canyon-Trail-to-High-Peaks,36.49166,-121.20927
Wall Street Mill Trail,Joshua Tree National Park,Twentynine Palms,California,United States,3862.416,26.8224,1,out and back,4.0,110,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Wall-Street-Mill-Trail,California,https://www.alltrails.com/trail/us/California/Wall-Street-Mill-Trail,34.02475,-116.14185
Eagle View Trail,Sequoia National Park,Three Rivers,California,United States,2414.01,85.9536,3,out and back,4.5,54,"['dogs-no', 'forest', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Eagle-View-Trail,California,https://www.alltrails.com/trail/us/California/Eagle-View-Trail,36.55469,-118.7488
Dewey Point Trail,Yosemite National Park,Yosemite Valley,California,United States,12070.05,306.9336,3,loop,4.5,48,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'snowshoeing', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,Dewey-Point-Trail,California,https://www.alltrails.com/trail/us/California/Dewey-Point-Trail,37.66167,-119.66137
Gower Gulch Loop Trail,Death Valley National Park,Death Valley,California,United States,6759.228,217.932,3,loop,4.5,92,"['dogs-no', 'kids', 'views']","['hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Gower-Gulch-Loop-Trail,California,https://www.alltrails.com/trail/us/California/Gower-Gulch-Loop-Trail,36.42055,-116.84767
Desolation Canyon Trail,Death Valley National Park,Death Valley,California,United States,5793.624,234.696,3,out and back,4.5,69,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Desolation-Canyon-Trail,California,https://www.alltrails.com/trail/us/California/Desolation-Canyon-Trail,36.39584,-116.83872
Redwood Creek Trail,Redwood National Park,Orick,California,United States,25105.704,340.7664,3,out and back,4.5,54,"['dogs-no', 'forest', 'river']","['camping', 'hiking']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Redwood-Creek-Trail,California,https://www.alltrails.com/trail/us/California/Redwood-Creek-Trail,41.29883,-124.0335
John Muir Trail in Kings Canyon,Kings Canyon National Park,Mammoth Lakes,California,United States,134701.758,4503.7248,7,point to point,5.0,15,"['dogs-no', 'forest', 'lake', 'hot-springs', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking']",1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,John-Muir-Trail-in-Kings-Canyon,California,https://www.alltrails.com/trail/us/California/John-Muir-Trail-in-Kings-Canyon,37.61304,-119.07511
Snow Creek Falls Trail,Yosemite National Park,Yosemite Valley,California,United States,32508.668,1641.9576,5,out and back,4.5,44,"['dogs-no', 'forest', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Snow-Creek-Falls-Trail,California,https://www.alltrails.com/trail/us/California/Snow-Creek-Falls-Trail,37.74019,-119.56424
May Lake High Sierra Camp from Tioga Pass Road,Yosemite National Park,Yosemite Valley,California,United States,10299.776,327.9648,3,out and back,4.5,41,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,May-Lake-High-Sierra-Camp-from-Tioga-Pass-Road,California,https://www.alltrails.com/trail/us/California/May-Lake-High-Sierra-Camp-from-Tioga-Pass-Road,37.81165,-119.50898
