,Trail Name,compound,RF_Sentiment,name_from_alltrails,name,area_name,city_name,state_name,country_name,length,elevation_gain,difficulty_rating,route_type,avg_rating,num_reviews,features,activities,river,beach,strollers,forest,city-walk,partially-paved,kids,rails-trails,dogs,waterfall,dogs-leash,ada,paved,hot-springs,views,dogs-no,cave,historic-site,wildlife,wild-flowers,lake,mountain-biking,surfing,off-road-driving,camping,walking,fishing,whitewater-kayaking,road-biking,horseback-riding,rails-trails.1,skiing,backpacking,scenic-driving,paddle-sports,sea-kayaking,canoeing,trail-running,bike-touring,birding,rock-climbing,cross-country-skiing,snowshoeing,ice-climbing,snowboarding,hiking,fly-fishing,nature-trips,update_name,update_state,trail_url,Lat,Lng
445,Artist's Drive,0.56738,0,Artists Drive,Artists Drive,Death Valley National Park,Death Valley,California,United States,15610.598,503.8344,1,point to point,4.5,55,"['kids', 'paved', 'views', 'wild-flowers', 'wildlife']","['road-biking', 'scenic-driving']",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Artists-Drive,California,https://www.alltrails.com/trail/us/California/Artists-Drive,36.33004,-116.83007
446,Artists Point,0.8185399999999999,1,South Kaibab Trail to Ooh Aah Point,South Kaibab Trail to Ooh Aah Point,Grand Canyon National Park,Grand Canyon,Arizona,United States,2896.812,210.9216,3,out and back,5.0,455,"['dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,South-Kaibab-Trail-to-Ooh-Aah-Point,Arizona,https://www.alltrails.com/trail/us/Arizona/South-Kaibab-Trail-to-Ooh-Aah-Point,36.05309,-112.08387
447,Muley Point Overlook,0.82262,1,South Kaibab Trail to Ooh Aah Point,South Kaibab Trail to Ooh Aah Point,Grand Canyon National Park,Grand Canyon,Arizona,United States,2896.812,210.9216,3,out and back,5.0,455,"['dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,South-Kaibab-Trail-to-Ooh-Aah-Point,Arizona,https://www.alltrails.com/trail/us/Arizona/South-Kaibab-Trail-to-Ooh-Aah-Point,36.05309,-112.08387
448,Point Lobos,0.7545,1,South Kaibab Trail to Ooh Aah Point,South Kaibab Trail to Ooh Aah Point,Grand Canyon National Park,Grand Canyon,Arizona,United States,2896.812,210.9216,3,out and back,5.0,455,"['dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,South-Kaibab-Trail-to-Ooh-Aah-Point,Arizona,https://www.alltrails.com/trail/us/Arizona/South-Kaibab-Trail-to-Ooh-Aah-Point,36.05309,-112.08387
449,Schoodic Point,0.76454,1,South Kaibab Trail to Ooh Aah Point,South Kaibab Trail to Ooh Aah Point,Grand Canyon National Park,Grand Canyon,Arizona,United States,2896.812,210.9216,3,out and back,5.0,455,"['dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,South-Kaibab-Trail-to-Ooh-Aah-Point,Arizona,https://www.alltrails.com/trail/us/Arizona/South-Kaibab-Trail-to-Ooh-Aah-Point,36.05309,-112.08387
450,Tomichi Point,0.51184,0,South Kaibab Trail to Ooh Aah Point,South Kaibab Trail to Ooh Aah Point,Grand Canyon National Park,Grand Canyon,Arizona,United States,2896.812,210.9216,3,out and back,5.0,455,"['dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,South-Kaibab-Trail-to-Ooh-Aah-Point,Arizona,https://www.alltrails.com/trail/us/Arizona/South-Kaibab-Trail-to-Ooh-Aah-Point,36.05309,-112.08387
451,Ash River Visitor Center,0.78043,1,Bison Gulch to Denali Visitors Center,Bison Gulch to Denali Visitors Center,Denali National Park,Denali National Park,Alaska,United States,15771.532,1385.9256,5,point to point,5.0,5,"['dogs-no', 'views']","['hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Bison-Gulch-to-Denali-Visitors-Center,Alaska,https://www.alltrails.com/trail/us/Alaska/Bison-Gulch-to-Denali-Visitors-Center,63.80495,-148.95416
452,Bear Gulch Caves,0.8898999999999999,1,Bison Gulch to Denali Visitors Center,Bison Gulch to Denali Visitors Center,Denali National Park,Denali National Park,Alaska,United States,15771.532,1385.9256,5,point to point,5.0,5,"['dogs-no', 'views']","['hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Bison-Gulch-to-Denali-Visitors-Center,Alaska,https://www.alltrails.com/trail/us/Alaska/Bison-Gulch-to-Denali-Visitors-Center,63.80495,-148.95416
453,Coyote Gulch,0.77627,1,Bison Gulch to Denali Visitors Center,Bison Gulch to Denali Visitors Center,Denali National Park,Denali National Park,Alaska,United States,15771.532,1385.9256,5,point to point,5.0,5,"['dogs-no', 'views']","['hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Bison-Gulch-to-Denali-Visitors-Center,Alaska,https://www.alltrails.com/trail/us/Alaska/Bison-Gulch-to-Denali-Visitors-Center,63.80495,-148.95416
454,Denali National Park,0.50122,0,Bison Gulch to Denali Visitors Center,Bison Gulch to Denali Visitors Center,Denali National Park,Denali National Park,Alaska,United States,15771.532,1385.9256,5,point to point,5.0,5,"['dogs-no', 'views']","['hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Bison-Gulch-to-Denali-Visitors-Center,Alaska,https://www.alltrails.com/trail/us/Alaska/Bison-Gulch-to-Denali-Visitors-Center,63.80495,-148.95416
455,Friends of the Elephant Seal Visitor Center and Gift Shop,0.8734,1,Bison Gulch to Denali Visitors Center,Bison Gulch to Denali Visitors Center,Denali National Park,Denali National Park,Alaska,United States,15771.532,1385.9256,5,point to point,5.0,5,"['dogs-no', 'views']","['hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Bison-Gulch-to-Denali-Visitors-Center,Alaska,https://www.alltrails.com/trail/us/Alaska/Bison-Gulch-to-Denali-Visitors-Center,63.80495,-148.95416
456,Manuelito Visitor Center,0.65282,0,Bison Gulch to Denali Visitors Center,Bison Gulch to Denali Visitors Center,Denali National Park,Denali National Park,Alaska,United States,15771.532,1385.9256,5,point to point,5.0,5,"['dogs-no', 'views']","['hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Bison-Gulch-to-Denali-Visitors-Center,Alaska,https://www.alltrails.com/trail/us/Alaska/Bison-Gulch-to-Denali-Visitors-Center,63.80495,-148.95416
457,Tamarack Nature Center,0.62707,0,Bison Gulch to Denali Visitors Center,Bison Gulch to Denali Visitors Center,Denali National Park,Denali National Park,Alaska,United States,15771.532,1385.9256,5,point to point,5.0,5,"['dogs-no', 'views']","['hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Bison-Gulch-to-Denali-Visitors-Center,Alaska,https://www.alltrails.com/trail/us/Alaska/Bison-Gulch-to-Denali-Visitors-Center,63.80495,-148.95416
458,Aster Falls,0.86219,1,Carter Falls,Carter Falls,Mount Rainier National Park,Packwood,Washington,United States,4345.218,168.8592,1,out and back,4.0,112,"['forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips']",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Carter-Falls,Washington,https://www.alltrails.com/trail/us/Washington/Carter-Falls,46.76687,-121.7908
459,Astoria-Megler Bridge,0.66302,0,North Kaibab Trail to Redwall Bridge,North Kaibab Trail to Redwall Bridge,Grand Canyon National Park,North Rim,Arizona,United States,11104.446,801.9288,5,out and back,5.0,25,"['dogs-no', 'views']","['backpacking', 'hiking', 'trail-running']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,North-Kaibab-Trail-to-Redwall-Bridge,Arizona,https://www.alltrails.com/trail/us/Arizona/North-Kaibab-Trail-to-Redwall-Bridge,36.21699,-112.05666
460,Duck Brook Bridge,0.7847666666666666,1,North Kaibab Trail to Redwall Bridge,North Kaibab Trail to Redwall Bridge,Grand Canyon National Park,North Rim,Arizona,United States,11104.446,801.9288,5,out and back,5.0,25,"['dogs-no', 'views']","['backpacking', 'hiking', 'trail-running']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,North-Kaibab-Trail-to-Redwall-Bridge,Arizona,https://www.alltrails.com/trail/us/Arizona/North-Kaibab-Trail-to-Redwall-Bridge,36.21699,-112.05666
461,Natural Bridge Caverns,0.89218,1,North Kaibab Trail to Redwall Bridge,North Kaibab Trail to Redwall Bridge,Grand Canyon National Park,North Rim,Arizona,United States,11104.446,801.9288,5,out and back,5.0,25,"['dogs-no', 'views']","['backpacking', 'hiking', 'trail-running']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,North-Kaibab-Trail-to-Redwall-Bridge,Arizona,https://www.alltrails.com/trail/us/Arizona/North-Kaibab-Trail-to-Redwall-Bridge,36.21699,-112.05666
462,Waco Suspension Bridge,0.6273299999999999,0,North Kaibab Trail to Redwall Bridge,North Kaibab Trail to Redwall Bridge,Grand Canyon National Park,North Rim,Arizona,United States,11104.446,801.9288,5,out and back,5.0,25,"['dogs-no', 'views']","['backpacking', 'hiking', 'trail-running']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,North-Kaibab-Trail-to-Redwall-Bridge,Arizona,https://www.alltrails.com/trail/us/Arizona/North-Kaibab-Trail-to-Redwall-Bridge,36.21699,-112.05666
463,Avalanche Creek Trail,0.8299333333333333,1,Avalanche Peak Trail,Avalanche Peak Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7402.964,614.7816,5,out and back,5.0,166,"['dogs-no', 'forest', 'lake', 'views', 'wildlife']","['birding', 'hiking', 'rock-climbing', 'snowshoeing', 'trail-running']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,Avalanche-Peak-Trail,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Avalanche-Peak-Trail,44.47151,-110.14258
464,Avalanche Peak Trail,0.79222,1,Avalanche Peak Trail,Avalanche Peak Trail,Yellowstone National Park,Yellowstone National Park,Wyoming,United States,7402.964,614.7816,5,out and back,5.0,166,"['dogs-no', 'forest', 'lake', 'views', 'wildlife']","['birding', 'hiking', 'rock-climbing', 'snowshoeing', 'trail-running']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,Avalanche-Peak-Trail,Wyoming,https://www.alltrails.com/trail/us/Wyoming/Avalanche-Peak-Trail,44.47151,-110.14258
465,Avalanche Lake,0.65613,0,Avalanche Lake via the Trail of the Cedars,Avalanche Lake via the Trail of the Cedars,Glacier National Park,Lake Mc Donald,Montana,United States,9173.238,227.9904,3,out and back,4.5,1465,"['ada', 'dogs-no', 'forest', 'lake', 'kids', 'river', 'strollers', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'skiing', 'trail-running', 'walking', 'cross-country-skiing']",1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,Avalanche-Lake-via-the-Trail-of-the-Cedars,Montana,https://www.alltrails.com/trail/us/Montana/Avalanche-Lake-via-the-Trail-of-the-Cedars,48.68007,-113.81912
466,Bacon Creek Park,0.6928,0,Thunder Creek to Deer Creek and Thunder Falls,Thunder Creek to Deer Creek and Thunder Falls,Grand Canyon National Park,Grand Canyon,Arizona,United States,46670.86,2213.7624,5,loop,5.0,10,"['dogs-no', 'river', 'views', 'waterfall', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Thunder-Creek-to-Deer-Creek-and-Thunder-Falls,Arizona,https://www.alltrails.com/trail/us/Arizona/Thunder-Creek-to-Deer-Creek-and-Thunder-Falls,36.4347,-112.42932
467,Deep Creek Winery,0.85822,1,Thunder Creek to Deer Creek and Thunder Falls,Thunder Creek to Deer Creek and Thunder Falls,Grand Canyon National Park,Grand Canyon,Arizona,United States,46670.86,2213.7624,5,loop,5.0,10,"['dogs-no', 'river', 'views', 'waterfall', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Thunder-Creek-to-Deer-Creek-and-Thunder-Falls,Arizona,https://www.alltrails.com/trail/us/Arizona/Thunder-Creek-to-Deer-Creek-and-Thunder-Falls,36.4347,-112.42932
468,Fawn Creek Winery,0.8914500000000001,1,Thunder Creek to Deer Creek and Thunder Falls,Thunder Creek to Deer Creek and Thunder Falls,Grand Canyon National Park,Grand Canyon,Arizona,United States,46670.86,2213.7624,5,loop,5.0,10,"['dogs-no', 'river', 'views', 'waterfall', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,Thunder-Creek-to-Deer-Creek-and-Thunder-Falls,Arizona,https://www.alltrails.com/trail/us/Arizona/Thunder-Creek-to-Deer-Creek-and-Thunder-Falls,36.4347,-112.42932
469,Badger House Community,0.9382,1,Badger House Community Trail,Badger House Community Trail,Mesa Verde National Park,Mesa Verde National Park,Colorado,United States,3701.482,41.7576,1,loop,4.0,14,"['dogs-no', 'historic-site', 'kids', 'views']","['hiking', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Badger-House-Community-Trail,Colorado,https://www.alltrails.com/trail/us/Colorado/Badger-House-Community-Trail,37.19574,-108.53807
470,Badger Pass Ski Area,0.57496,0,Encinas Trail from Ez-Kim-In-Zin Picnic Area,Encinas Trail from Ez-Kim-In-Zin Picnic Area,Saguaro National Park,Tucson,Arizona,United States,11748.182,203.9112,3,out and back,3.5,3,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['hiking', 'horseback-riding']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Encinas-Trail-from-Ez-Kim-In-Zin-Picnic-Area,Arizona,https://www.alltrails.com/trail/us/Arizona/Encinas-Trail-from-Ez-Kim-In-Zin-Picnic-Area,32.28555,-111.16965
471,Cataloochee Ski Area,0.4243399999999999,0,Encinas Trail from Ez-Kim-In-Zin Picnic Area,Encinas Trail from Ez-Kim-In-Zin Picnic Area,Saguaro National Park,Tucson,Arizona,United States,11748.182,203.9112,3,out and back,3.5,3,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['hiking', 'horseback-riding']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Encinas-Trail-from-Ez-Kim-In-Zin-Picnic-Area,Arizona,https://www.alltrails.com/trail/us/Arizona/Encinas-Trail-from-Ez-Kim-In-Zin-Picnic-Area,32.28555,-111.16965
472,Cosby Picnic Area,0.62412,0,Encinas Trail from Ez-Kim-In-Zin Picnic Area,Encinas Trail from Ez-Kim-In-Zin Picnic Area,Saguaro National Park,Tucson,Arizona,United States,11748.182,203.9112,3,out and back,3.5,3,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['hiking', 'horseback-riding']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Encinas-Trail-from-Ez-Kim-In-Zin-Picnic-Area,Arizona,https://www.alltrails.com/trail/us/Arizona/Encinas-Trail-from-Ez-Kim-In-Zin-Picnic-Area,32.28555,-111.16965
473,Mount Nemo Conservation Area,0.7627200000000001,1,Encinas Trail from Ez-Kim-In-Zin Picnic Area,Encinas Trail from Ez-Kim-In-Zin Picnic Area,Saguaro National Park,Tucson,Arizona,United States,11748.182,203.9112,3,out and back,3.5,3,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['hiking', 'horseback-riding']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Encinas-Trail-from-Ez-Kim-In-Zin-Picnic-Area,Arizona,https://www.alltrails.com/trail/us/Arizona/Encinas-Trail-from-Ez-Kim-In-Zin-Picnic-Area,32.28555,-111.16965
474,Seven Tubs Recreation Area,0.55865,0,Encinas Trail from Ez-Kim-In-Zin Picnic Area,Encinas Trail from Ez-Kim-In-Zin Picnic Area,Saguaro National Park,Tucson,Arizona,United States,11748.182,203.9112,3,out and back,3.5,3,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['hiking', 'horseback-riding']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Encinas-Trail-from-Ez-Kim-In-Zin-Picnic-Area,Arizona,https://www.alltrails.com/trail/us/Arizona/Encinas-Trail-from-Ez-Kim-In-Zin-Picnic-Area,32.28555,-111.16965
475,Badwater,0.50347,0,Badwater Basin Salt Flats Trail,Badwater Basin Salt Flats Trail,Death Valley National Park,Death Valley,California,United States,2896.812,2.7432,1,out and back,4.5,259,"['dogs-no', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Badwater-Basin-Salt-Flats-Trail,California,https://www.alltrails.com/trail/us/California/Badwater-Basin-Salt-Flats-Trail,36.23035,-116.7668
476,Big Stump Basin,0.52925,0,Badwater Basin Salt Flats Trail,Badwater Basin Salt Flats Trail,Death Valley National Park,Death Valley,California,United States,2896.812,2.7432,1,out and back,4.5,259,"['dogs-no', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Badwater-Basin-Salt-Flats-Trail,California,https://www.alltrails.com/trail/us/California/Badwater-Basin-Salt-Flats-Trail,36.23035,-116.7668
477,Yankee Boy Basin,0.8462400000000001,1,Badwater Basin Salt Flats Trail,Badwater Basin Salt Flats Trail,Death Valley National Park,Death Valley,California,United States,2896.812,2.7432,1,out and back,4.5,259,"['dogs-no', 'kids', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Badwater-Basin-Salt-Flats-Trail,California,https://www.alltrails.com/trail/us/California/Badwater-Basin-Salt-Flats-Trail,36.23035,-116.7668
478,Bailey Island Bridge (Cribstone Bridge),0.78636,1,Onyx Bridge Trail,Onyx Bridge Trail,Petrified Forest National Park,Chambers,Arizona,United States,7402.964,134.7216,3,loop,4.0,59,"['dogs-leash', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Onyx-Bridge-Trail,Arizona,https://www.alltrails.com/trail/us/Arizona/Onyx-Bridge-Trail,35.0837,-109.78904
479,Baker Lake,0.5686,0,Baker Lake Trail,Baker Lake Trail,Great Basin National Park,Baker,Nevada,United States,16737.136,813.816,5,out and back,4.5,17,"['dogs-no', 'lake', 'views']","['backpacking', 'birding', 'hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Baker-Lake-Trail,Nevada,https://www.alltrails.com/trail/us/Nevada/Baker-Lake-Trail,38.97643,-114.24575
480,Baker Lake Trail,0.8356428571428571,1,Baker Lake Trail,Baker Lake Trail,Great Basin National Park,Baker,Nevada,United States,16737.136,813.816,5,out and back,4.5,17,"['dogs-no', 'lake', 'views']","['backpacking', 'birding', 'hiking', 'nature-trips']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Baker-Lake-Trail,Nevada,https://www.alltrails.com/trail/us/Nevada/Baker-Lake-Trail,38.97643,-114.24575
481,Balanced Rock Trail,0.8471399999999999,1,Balanced Rock Trail,Balanced Rock Trail,Big Bend National Park,Big Bend National Park,Texas,United States,3057.746,70.7136,1,out and back,4.5,180,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']",['hiking'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Balanced-Rock-Trail,Texas,https://www.alltrails.com/trail/us/Texas/Balanced-Rock-Trail,29.41042,-103.20765
482,Balancing Rocks,0.4405125,0,Ironwood Forest Picture Rocks Wash Trail,Ironwood Forest Picture Rocks Wash Trail,Saguaro National Park,Cortaro,Arizona,United States,6276.426,83.82,3,loop,4.0,5,"['dogs-no', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Ironwood-Forest-Picture-Rocks-Wash-Trail,Arizona,https://www.alltrails.com/trail/us/Arizona/Ironwood-Forest-Picture-Rocks-Wash-Trail,32.32733,-111.13058
483,Mammoth Rocks,0.50095,0,Ironwood Forest Picture Rocks Wash Trail,Ironwood Forest Picture Rocks Wash Trail,Saguaro National Park,Cortaro,Arizona,United States,6276.426,83.82,3,loop,4.0,5,"['dogs-no', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Ironwood-Forest-Picture-Rocks-Wash-Trail,Arizona,https://www.alltrails.com/trail/us/Arizona/Ironwood-Forest-Picture-Rocks-Wash-Trail,32.32733,-111.13058
484,Balconies Cliffs Trails,0.79751,1,Vertical Cliffs Trail to Abington Trail Loop,Vertical Cliffs Trail to Abington Trail Loop,Saguaro National Park,Tucson,Arizona,United States,6115.492,76.8096,1,loop,3.5,15,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Vertical-Cliffs-Trail-to-Abington-Trail-Loop,Arizona,https://www.alltrails.com/trail/us/Arizona/Vertical-Cliffs-Trail-to-Abington-Trail-Loop,32.32319,-111.0963
485,Balcony House,0.70058,0,Balcony House Loop Trail,Balcony House Loop Trail,Mesa Verde National Park,Mesa Verde National Park,Colorado,United States,643.736,27.7368,1,loop,4.5,68,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,Balcony-House-Loop-Trail,Colorado,https://www.alltrails.com/trail/us/Colorado/Balcony-House-Loop-Trail,37.1624,-108.46512
